LICENSEE,DBA,LICENSE,ADDRESS,CITY,ZIP ,AddLong,y,x,url
MOUNTAIN MEDICINALS INC,MOUNTAIN MEDICINIALS RETAIL CENTER,402R-00161,2313 Colorado Boulevard,Idaho Springs,80452,2313 Colorado Boulevard Idaho Springs CO 80452,39.741819,-105.506994,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2313%20Colorado%20Boulevard%20Idaho%20Springs%20CO%2080452
NATURAL ALTERNATIVES FOR HEALTH LLC,,402R-00477,6712 South College Avenue,Fort Collins,80525,6712 South College Avenue Fort Collins CO 80525,40.49284,-105.077313,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=6712%20South%20College%20Avenue%20Fort%20Collins%20CO%2080525
NATURES BEST LLC,,402R-00460,4601 East Mississippi Avenue,Glendale,80246,4601 East Mississippi Avenue Glendale CO 80246,39.696618,-104.933761,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4601%20East%20Mississippi%20Avenue%20Glendale%20CO%2080246
NATURES CURE III LLC,THE COLFAX POT SHOP,402R-00030,1500 East Colfax Avenue,Denver,80218,1500 East Colfax Avenue Denver CO 80218,39.74001,-104.96921,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1500%20East%20Colfax%20Avenue%20Denver%20CO%2080218
NATURES GIFT SHOP LLC,,402R-00359,148 East Assembly Drive,Pueblo West,81007,148 East Assembly Drive Pueblo West CO 81007,38.340059,-104.734843,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=148%20East%20Assembly%20Drive%20Pueblo%20West%20CO%2081007
NATURES HERBS & WELLNESS CENTER,,402R-00052,540  27th Street,Garden City,80631,540  27th Street Garden City CO 80631,40.394558,-104.686495,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=540%20%2027th%20Street%20Garden%20City%20CO%2080631
NATURES HERBS & WELLNESS CENTER II,,402R-00341,17224 North Frontage Road,Log Lane Village,80705,17224 North Frontage Road Log Lane Village CO 80705,40.243748,-103.908292,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=17224%20North%20Frontage%20Road%20Log%20Lane%20Village%20CO%2080705
NATURES HERBS & WELLNESS CENTER III LLC,NATURES HERBS AND WELLNESS CENTER III,402R-00735,3220 Center Drive,Milliken,80543,3220 Center Drive Milliken CO 80543,40.331118,-104.83278,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3220%20Center%20Drive%20Milliken%20CO%2080543
NATURES KISS CANNABIS SERVICES HEALTH AND WELLNESS,NATURES KISS,402R-00659,4332  South Broadway,Englewood,80113,4332  South Broadway Englewood CO 80113,39.637872,-104.987742,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4332%20%20South%20Broadway%20Englewood%20CO%2080113
NEW HOPE WELLNESS CENTER LLC,TUMBLEWEED DISPENSARY EDWARDS,402R-00257,"57 Edwards Access Road, Units 18, 19 & 20",Edwards,81632,"57 Edwards Access Road, Units 18, 19 & 20 Edwards CO 81632",29.88526,-89.96966,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=57%20Edwards%20Access%20Road,%20Units%2018,%2019%20&%2020%20Edwards%20CO%2081632"
NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,402R-00149,135 South Spruce Street,Telluride,81435,135 South Spruce Street Telluride CO 81435,37.936223,-107.810054,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=135%20South%20Spruce%20Street%20Telluride%20CO%2081435
NEW WORLD ALTERNATIVE HEALTHCARE LLC,TELLURIDE BUD COMPANY,402R-00402,"3473 Main Avenue, Units 10&11",Durango,81302,"3473 Main Avenue, Units 10&11 Durango CO 81302",46.80601,-100.73713,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3473%20Main%20Avenue,%20Units%2010&11%20Durango%20CO%2081302"
NINE POUND HAMMER LLC,IGADI,402R-00678,1325 South Public Road,Lafayette,80026,1325 South Public Road Lafayette CO 80026,39.985764,-105.09052,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1325%20South%20Public%20Road%20Lafayette%20CO%2080026
NORTHERN LIGHTS NATURALS LLC,NORTHERN LIGHTS CANNABIS CO,402R-00043,"2045 Sheridan Boulevard, Unit B",Edgewater,80214,"2045 Sheridan Boulevard, Unit B Edgewater CO 80214",39.748319,-105.053224,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2045%20Sheridan%20Boulevard,%20Unit%20B%20Edgewater%20CO%2080214"
NORTHWEST CANNABIS LLC,ROCKY MOUNTAIN CANNABIS,402R-00699,420 East Brontosaurus Boulevard,Dinosaur,81610,420 East Brontosaurus Boulevard Dinosaur CO 81610,40.244838,-109.004681,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=420%20East%20Brontosaurus%20Boulevard%20Dinosaur%20CO%2081610
NUTRITIONAL ELEMENTS INC,THE HEALTH CENTER,402R-00020,2777 South Colorado Boulevard,Denver,80222,2777 South Colorado Boulevard Denver CO 80222,39.665839,-104.940782,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2777%20South%20Colorado%20Boulevard%20Denver%20CO%2080222
NUVUE PHARMA LLC,,402R-00650,4740 Dillion Drive,Pueblo,81008,4740 Dillion Drive Pueblo CO 81008,38.321514,-104.612645,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4740%20Dillion%20Drive%20Pueblo%20CO%2081008
O LIMITED,SILVER STEM FINE CANNABIS,402R-00116,"1 West 1st Street, Suite 1D",Nederland,80466,"1 West 1st Street, Suite 1D Nederland CO 80466",39.961887,-105.510445,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1%20West%201st%20Street,%20Suite%201D%20Nederland%20CO%2080466"
OPTIONS MEDICAL CENTER LLC,ELEMENTS,402R-00198,1534 55th Street,Boulder,80303,1534 55th Street Boulder CO 80303,40.013792,-105.225397,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1534%2055th%20Street%20Boulder%20CO%2080303
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,402R-00184,9085 West 44th Avenue,Wheat Ridge,80033,9085 West 44th Avenue Wheat Ridge CO 80033,39.778077,-105.098983,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=9085%20West%2044th%20Avenue%20Wheat%20Ridge%20CO%2080033
OPTIONS MEDICAL CENTER WR LLC,OPTIONS,402R-00721,"455 Weaver Park Road, Unit 100",Longmont,80501,"455 Weaver Park Road, Unit 100 Longmont CO 80501",40.16238,-105.08243,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=455%20Weaver%20Park%20Road,%20Unit%20100%20Longmont%20CO%2080501"
ORGANIC ALTERNATIVES LLC,ORGANIC ALTERNATIVES,402R-00220,346 East Mountain Avenue,Fort Collins,80524,346 East Mountain Avenue Fort Collins CO 80524,40.58709,-105.072624,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=346%20East%20Mountain%20Avenue%20Fort%20Collins%20CO%2080524
ORGANIC GREENS INC,NATURAL REMEDIES,402R-00054,"1620 Market Street, Suite 5W",Denver,80202,"1620 Market Street, Suite 5W Denver CO 80202",39.750206,-104.997846,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1620%20Market%20Street,%20Suite%205W%20Denver%20CO%2080202"
ORGANIC SOLUTIONS INC,STEEL CITY CANNABIS COMPANY,402R-00651,74 North McCulloch Blvd  Suite 120,Pueblo West,81007,74 North McCulloch Blvd  Suite 120 Pueblo West CO 81007,38.338673,-104.742387,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=74%20North%20McCulloch%20Blvd%20%20Suite%20120%20Pueblo%20West%20CO%2081007
ORGANIC WELLNESS DISPENSARY LLC,GREEN TREE MEDICINALS,402R-00536,"5565 Arapahoe Avenue, Suite G",Boulder,80308,"5565 Arapahoe Avenue, Suite G Boulder CO 80308",40.014705,-105.223463,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5565%20Arapahoe%20Avenue,%20Suite%20G%20Boulder%20CO%2080308"
ORGANIX LLC,,402R-00064,"1795 Airport Road, Suite A2",Breckenridge,80424,"1795 Airport Road, Suite A2 Breckenridge CO 80424",39.508879,-106.051729,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1795%20Airport%20Road,%20Suite%20A2%20Breckenridge%20CO%2080424"
OSIRIS LLC,BEST DAY EVER,402R-00486,2150 Devereux Road,Glenwood Springs,81601,2150 Devereux Road Glenwood Springs CO 81601,39.559896,-107.356288,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2150%20Devereux%20Road%20Glenwood%20Springs%20CO%2081601
OSIRIS LLC,BEST DAY EVER,402R-00585,"520 East Cooper Avenue, Suites 202A and 202B",Aspen,81611,"520 East Cooper Avenue, Suites 202A and 202B Aspen CO 81611",39.187885,-106.818107,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=520%20East%20Cooper%20Avenue,%20Suites%20202A%20and%20202B%20Aspen%20CO%2081611"
PARACHUTE GREEN JOINT LLC,THE GREEN JOINT,402R-00518,"315 East 1st Street, Suite A",Parachute,81635,"315 East 1st Street, Suite A Parachute CO 81635",39.449906,-108.054793,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=315%20East%201st%20Street,%20Suite%20A%20Parachute%20CO%2081635"
PATIENTS CHOICE OF COLORADO LLC,,402R-00048,2251 South Broadway,Denver,80210,2251 South Broadway Denver CO 80210,39.675787,-104.98767,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2251%20South%20Broadway%20Denver%20CO%2080210
PATIENTS PLUS LLC,GENERATION HEALTH,402R-00218,"4500 Washington Street, Unit B",Denver,80216,"4500 Washington Street, Unit B Denver CO 80216",39.778707,-104.979115,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4500%20Washington%20Street,%20Unit%20B%20Denver%20CO%2080216"
PC HOLDINGS INC,CANNA CITY,402R-00698,417 North Commercial Street,Trinidad,81082,417 North Commercial Street Trinidad CO 81082,37.17068,-104.50668,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=417%20North%20Commercial%20Street%20Trinidad%20CO%2081082
PEAK HOLDINGS GROUP LLC,PEAK DISPENSARY,402R-00340,260 Broadway,Denver,80203,260 Broadway Denver CO 80203,39.720333,-104.987495,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=260%20Broadway%20Denver%20CO%2080203
PHILOSOPHIZE LLC,HIGH ROLLERS,402R-00657,1445 South Pearl Street,Denver,80210,1445 South Pearl Street Denver CO 80210,39.690415,-104.980429,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1445%20South%20Pearl%20Street%20Denver%20CO%2080210
PHYSICIAN PREFERRED PRODUCTS LLC,DOCS APOTHECARY,402R-00146,2100 East 112th Avenue Unit 5,Northglenn,80233,2100 East 112th Avenue Unit 5 Northglenn CO 80233,39.899499,-104.963224,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2100%20East%20112th%20Avenue%20Unit%205%20Northglenn%20CO%2080233
PLATTE VALLEY DISPENSARY LLC,PLATTE VALLEY DISPENSARY,402R-00224,"2301 7th Street, Suite B",Denver,80211,"2301 7th Street, Suite B Denver CO 80211",39.752186,-105.014946,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2301%207th%20Street,%20Suite%20B%20Denver%20CO%2080211"
PRIMA BRANDS LLC,PRIMA CANNABIS COMPANY,402R-00179,2553 Sheridan Boulevard,Edgewater,80214,2553 Sheridan Boulevard Edgewater CO 80214,39.753955,-105.05324,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2553%20Sheridan%20Boulevard%20Edgewater%20CO%2080214
PUEBLO WEST ORGANICS LLC,PUEBLO WEST ORGANICS,402R-00123,"609 East Enterprise Drive, Suite 130",Pueblo West,81007,"609 East Enterprise Drive, Suite 130 Pueblo West CO 81007",38.328759,-104.717603,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=609%20East%20Enterprise%20Drive,%20Suite%20130%20Pueblo%20West%20CO%2081007"
PURE INDUSTRIES LLC,SOMA WELLNESS CENTER,402R-00205,423 Belleview Avenue Unit 1,Crested Butte,81224,423 Belleview Avenue Unit 1 Crested Butte CO 81224,38.867056,-106.983085,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=423%20Belleview%20Avenue%20Unit%201%20Crested%20Butte%20CO%2081224
PURE INDUSTRIES LLC,SOMA WELLNESS CENTER,402R-00499,500 West Highway 50 Unit 101,Gunnison,81230,500 West Highway 50 Unit 101 Gunnison CO 81230,38.539269,-106.94022,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=500%20West%20Highway%2050%20Unit%20101%20Gunnison%20CO%2081230
RD INDUSTRIES II LLC,HOUSE OF DANKNESS,402R-00044,10555 E 45th Avenue,Denver,80239,10555 E 45th Avenue Denver CO 80239,39.77885,-104.864608,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=10555%20E%2045th%20Avenue%20Denver%20CO%2080239
RESERVE1 LLC,EMERALD FIELDS,402R-00376,"4182 East Virginia Avenue, Unit C",Glendale,80246,"4182 East Virginia Avenue, Unit C Glendale CO 80246",39.707388,-104.938799,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4182%20East%20Virginia%20Avenue,%20Unit%20C%20Glendale%20CO%2080246"
RESERVE1 MANITOU LLC,EMERALD FIELDS,402R-00375,27 Manitou Avenue,Manitou Springs,80829,27 Manitou Avenue Manitou Springs CO 80829,38.857292,-104.889796,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=27%20Manitou%20Avenue%20Manitou%20Springs%20CO%2080829
RFSCA LLC,ROOTS RX,402R-00487,"400 East Hyman Avenue, Unit A102",Aspen,81611,"400 East Hyman Avenue, Unit A102 Aspen CO 81611",39.189085,-106.819751,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=400%20East%20Hyman%20Avenue,%20Unit%20A102%20Aspen%20CO%2081611"
RFSCB LLC,ROOTSRX,402R-00246,165 Southside Drive,Basalt,81621,165 Southside Drive Basalt CO 81621,39.363231,-107.037111,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=165%20Southside%20Drive%20Basalt%20CO%2081621
RFSCED LLC,ROOTS RX,402R-00571,"210 Edwards Village Boulevard, Suite B110",Edwards,81632,"210 Edwards Village Boulevard, Suite B110 Edwards CO 81632",39.643062,-106.597993,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=210%20Edwards%20Village%20Boulevard,%20Suite%20B110%20Edwards%20CO%2081632"
RFSCEV LLC,ROOTS RX,402R-00242,40690 Highway 6 Suite E-2,Avon,81620,40690 Highway 6 Suite E-2 Avon CO 81620,39.622529,-106.48105,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=40690%20Highway%206%20Suite%20E-2%20Avon%20CO%2081620
RFSCG LLC,ROOTSRX,402R-00505,1198 B North Main Street,Gunnison,81230,1198 B North Main Street Gunnison CO 81230,38.557488,-106.926895,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1198%20B%20North%20Main%20Street%20Gunnison%20CO%2081230
RFSCLV LLC,ROOTSRX,402R-00362,145 Front Street,Leadville,80461,145 Front Street Leadville CO 80461,39.242568,-106.293922,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=145%20Front%20Street%20Leadville%20CO%2080461
RFSCPX LLC,ROOTSRX,402R-00723,12000 Rogers Road,Longmont,80501,12000 Rogers Road Longmont CO 80501,40.16083,-105.072264,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=12000%20Rogers%20Road%20Longmont%20CO%2080501
RIFLE REMEDIES LLC,GREEN CROSS SILT,402R-00259,502 Front Street,Silt,81652,502 Front Street Silt CO 81652,39.546298,-107.65683,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=502%20Front%20Street%20Silt%20CO%2081652
RIPE DISPENSARY LLC,,402R-00672,1239 Southgate Place,Pueblo,81004,1239 Southgate Place Pueblo CO 81004,38.2173,-104.623613,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1239%20Southgate%20Place%20Pueblo%20CO%2081004
RIVERROCK LLC,RIVERROCK,402R-00125,4935 York Street,Denver,80216,4935 York Street Denver CO 80216,39.785828,-104.959257,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4935%20York%20Street%20Denver%20CO%2080216
RJJ ADAMS LLC,NATIVE ROOTS NORTH DENVER,402R-00493,620 East 58th Avenue,Denver,80216,620 East 58th Avenue Denver CO 80216,39.801926,-104.979213,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=620%20East%2058th%20Avenue%20Denver%20CO%2080216
RJJ ASPEN LLC,NATIVE ROOTS ASPEN,402R-00379,308 South Hunter Street,Aspen,81611,308 South Hunter Street Aspen CO 81611,39.188281,-106.81752,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=308%20South%20Hunter%20Street%20Aspen%20CO%2081611
RJJ DILLON LLC,NATIVE ROOTS DILLON,402R-00434,850 Little Beaver Trail,Dillon,80435,850 Little Beaver Trail Dillon CO 80435,39.629472,-106.061339,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=850%20Little%20Beaver%20Trail%20Dillon%20CO%2080435
RJJ EDGEWATER LLC,NATIVE ROOTS EDGEWATER,402R-00335,5610 West 20th Avenue,Edgewater,80214,5610 West 20th Avenue Edgewater CO 80214,39.747635,-105.058339,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=5610%20West%2020th%20Avenue%20Edgewater%20CO%2080214
RJJ FRISCO LLC,NATIVE ROOTS FRISCO,402R-00363,861 North Summit Boulevard,Frisco,80443,861 North Summit Boulevard Frisco CO 80443,39.587373,-106.094605,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=861%20North%20Summit%20Boulevard%20Frisco%20CO%2080443
RJJ HIGHLANDS LLC,NATIVE ROOTS HIGHLANDS,402R-00368,2209 West 32nd Avenue,Denver,80211,2209 West 32nd Avenue Denver CO 80211,39.762027,-105.013156,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2209%20West%2032nd%20Avenue%20Denver%20CO%2080211
RJJ LONGMONT LLC,NATIVE ROOTS LONGMONT,402R-00416,19 South Sunset Drive,Longmont,80501,19 South Sunset Drive Longmont CO 80501,40.15974,-105.121334,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=19%20South%20Sunset%20Drive%20Longmont%20CO%2080501
RJJ MEL RAY LLC,NATIVE ROOTS GLENWOOD SPRINGS,402R-00658,23 Mel Ray Road,Glenwood Springs,81601,23 Mel Ray Road Glenwood Springs CO 81601,39.561979,-107.361268,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=23%20Mel%20Ray%20Road%20Glenwood%20Springs%20CO%2081601
RJJ MORRISON II LLC,NATIVE ROOTS WEST DENVER,402R-00049,4000 Morrison Road,Denver,80219,4000 Morrison Road Denver CO 80219,39.706345,-105.03971,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=4000%20Morrison%20Road%20Denver%20CO%2080219
RJJ SANTA FE LLC,NATIVE ROOTS SANTA FE,402R-00484,2645 South Santa Fe Drive Units D & E,Denver,80223,2645 South Santa Fe Drive Units D & E Denver CO 80223,39.668871,-104.995863,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2645%20South%20Santa%20Fe%20Drive%20Units%20D%20&%20E%20Denver%20CO%2080223
RJJ SHERIDAN LLC,NATIVE ROOTS LITTLETON,402R-00380,7870 West Quincy Avenue,Denver,80123,7870 West Quincy Avenue Denver CO 80123,39.638674,-105.084663,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=7870%20West%20Quincy%20Avenue%20Denver%20CO%2080123
RJJ TOWER LLC,NATIVE ROOTS DENVER AIRPORT,402R-00696,7050 Tower Road,Denver,80249,7050 Tower Road Denver CO 80249,39.824667,-104.77183,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=7050%20Tower%20Road%20Denver%20CO%2080249
RJJ TRINIDAD LLC,NATIVE ROOTS TRINIDAD,402R-00617,3140 Santa Fe Trail,Trinidad,81082,3140 Santa Fe Trail Trinidad CO 81082,37.1827,-104.48344,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3140%20Santa%20Fe%20Trail%20Trinidad%20CO%2081082
RK ENTERPRISES LTD,ROCKY MOUNTAIN REMEDIES,402R-00136,"2730 Downhill Plaza, #106",Steamboat Springs,80487,"2730 Downhill Plaza, #106 Steamboat Springs CO 80487",40.773499,-74.064201,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2730%20Downhill%20Plaza,%20#106%20Steamboat%20Springs%20CO%2080487"
RME GROUP LLC,AFFINITY,402R-00519,7739 East Colfax Avenue,Denver,80220,7739 East Colfax Avenue Denver CO 80220,39.740215,-104.897897,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=7739%20East%20Colfax%20Avenue%20Denver%20CO%2080220
RMIG LLC,THE BUD DEPOT,402R-00358,"138 Main Street, Unit 6A",Lyons,80540,"138 Main Street, Unit 6A Lyons CO 80540",40.222178,-105.2647,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=138%20Main%20Street,%20Unit%206A%20Lyons%20CO%2080540"
ROCKY MOUNTAIN BLISS LLC,ROCKY MOUNTAIN CANNABIS,402R-00270,"153 Highway 550, Unit 103",Ridgway,81432,"153 Highway 550, Unit 103 Ridgway CO 81432",38.152406,-107.749314,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=153%20Highway%20550,%20Unit%20103%20Ridgway%20CO%2081432"
ROCKY MOUNTAIN DANK LLC,"FIFTY 2 EIGHTY, LLC",402R-00685,254 South Rail Road,Parachute,81635,254 South Rail Road Parachute CO 81635,39.453175,-108.045952,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=254%20South%20Rail%20Road%20Parachute%20CO%2081635
ROCKY ROAD REMEDIES LLC,ROCKY ROAD VAIL,402R-00226,"40814 Highway 6, Units C & D",Avon,81620,"40814 Highway 6, Units C & D Avon CO 81620",39.622186,-106.478102,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=40814%20Highway%206,%20Units%20C%20&%20D%20Avon%20CO%2081620"
ROCKY ROAD REMEDIES LLC,ROCKY ROAD THORNTON,402R-00633,"3901 East 112th Avenue, Unit G",Thornton,80233,"3901 East 112th Avenue, Unit G Thornton CO 80233",39.899379,-104.941157,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=3901%20East%20112th%20Avenue,%20Unit%20G%20Thornton%20CO%2080233"
ROYAL ASSET MANAGEMENT LLC,ROYAL RESIN,402R-00540,2949 West Alameda Avenue,Denver,80219,2949 West Alameda Avenue Denver CO 80219,39.711226,-105.024654,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=2949%20West%20Alameda%20Avenue%20Denver%20CO%2080219
RRAW LLC,ROCKY ROAD AURORA,402R-00307,1712 South Chambers Road,Aurora,80017,1712 South Chambers Road Aurora CO 80017,39.685489,-104.809789,http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=1712%20South%20Chambers%20Road%20Aurora%20CO%2080017
SAN JUAN STRAINS INC,,402R-00542,"356 East Pagosa Street, Unit B",Pagosa Springs,81147,"356 East Pagosa Street, Unit B Pagosa Springs CO 81147",37.267798,-107.009811,"http://www.mapquestapi.com/geocoding/v1/address?key=sz3qLEUYu1cJKXShzSazkXb6QtIOxAfH&location=356%20East%20Pagosa%20Street,%20Unit%20B%20Pagosa%20Springs%20CO%2081147"
